"","CODIGO","DISTRITO","DEPARTAMENTO","MUNICIPIO","ESTABLECIMIENTO","DIRECCION","TELEFONO","SUPERVISOR","DIRECTOR","NIVEL","SECTOR","AREA","STATUS","MODALIDAD","JORNADA","PLAN","DEPARTAMENTAL","CODIGO_DEPARTAMENTO"
"74","16-01-8335-46","16-031","ALTA VERAPAZ","COBAN","COLEGIO DE INFORMATICA CENINFAV","12 AV. 2-12 ZONA 1","79545566","GLENDA DINORA GARCIA DELGADO","MARIA MAGDALENA BOL CU","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"75","16-01-8813-46","25-000","ALTA VERAPAZ","COBAN","INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER)",NA,NA,"SONIA HAYDEE REYES MONTERROSO",NA,"DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","MATUTINA","A DISTANCIA","ALTA VERAPAZ","1"
"76","16-01-9067-46","16-005","ALTA VERAPAZ","COBAN","ESCUELA NORMAL DE EDUCACION FISICA","CALZADA RABIN AJAU ZONA 1","79523686","MARITZA SOEHY MORALES SURUY",NA,"DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"77","16-01-9095-46","16-031","ALTA VERAPAZ","COBAN","COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA","2A. CALLE 12-23 ZONA 4","79511459","GLENDA DINORA GARCIA DELGADO","CARLOS ENRIQUE MONROY SIERRA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"78","16-01-9102-46","16-031","ALTA VERAPAZ","COBAN","COLEGIO MIXTO EVANGELICO NAZARENO","6A. CALLE 8-10 ZONA 10 CERRITO EL CARACOL COBÁN","79511866","GLENDA DINORA GARCIA DELGADO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"79","16-01-9260-46","16-005","ALTA VERAPAZ","COBAN","ESCUELA DE FORMACION AGRICOLA","FINCA SAN JOSE LA COLONIA","52191386","MARITZA SOEHY MORALES SURUY",NA,"DIVERSIFICADO","OFICIAL","RURAL",NA,"MONOLINGUE","DOBLE","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"80","16-01-9544-46","16-031","ALTA VERAPAZ","COBAN","COLEGIO BILINGUE DE INFANTES","1A CALLE 8-50 ZONA 3","79513272","GLENDA DINORA GARCIA DELGADO",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"81","16-01-9851-46","16-031","ALTA VERAPAZ","COBAN","COLEGIO DE INFORMATICA CENINFAV","12AV. 2-12 ZONA 1","79521765","GLENDA DINORA GARCIA DELGADO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"82","16-01-9897-46","16-031","ALTA VERAPAZ","COBAN","COLEGIO PARTICULAR MIXTO VERAPAZ","KM.209.5 ENTRADA A COBAN","77367402","GLENDA DINORA GARCIA DELGADO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"83","16-01-9956-46","16-031","ALTA VERAPAZ","COBAN","LICEO PREUNIVERSITARIO DEL NORTE","2A. CALLE 4-61 ZONA 4","79514754","GLENDA DINORA GARCIA DELGADO",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"84","16-01-9958-46","16-031","ALTA VERAPAZ","COBAN","LICEO DR. RICARDO BRESSANI","1A. AVENIDA 5-52 ZONA 2","79521633","GLENDA DINORA GARCIA DELGADO",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"85","16-01-9991-46","16-031","ALTA VERAPAZ","COBAN","ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA (AMERG)","6TA. AVENIDA 1-27 ZONA 4","79520175","GLENDA DINORA GARCIA DELGADO",NA,"DIVERSIFICADO","PRIVADO","RURAL",NA,"BILINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"86","16-02-0013-46","16-006","ALTA VERAPAZ","SANTA CRUZ VERAPAZ","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","BARRIO SANTA ELENA","57767683","ARMANDO AUDILIO POP CUCUL",NA,"DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"87","16-02-0020-46","16-006","ALTA VERAPAZ","SANTA CRUZ VERAPAZ","LICEO SANTA CRUZ","CALLE 3 DE MAYO 2-67 ZONA 2, BARRIO SANTO TOMAS","50161328","ARMANDO AUDILIO POP CUCUL","AUGUSTO ALEXANDER RAX RODRIGUEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"88","16-03-0036-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","BARRIO CHIYUC",NA,"ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"89","16-03-0047-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO SAN CRISTOBAL","0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL","79504134","ERWIN IVAN LEM MORAN","SONIA MAGALY YAT DELGADO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"90","16-03-0056-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES","2A. CALLE ZONA 4, BARRIO SAN FELIPE","79504929","ERWIN IVAN LEM MORAN","RIGOBERTO HIGINIO SURAM JOM","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"91","16-03-0076-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","COLEGIO MIXTO CIENCIAS TECNOLÓGICAS","3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN","44848051","ERWIN IVAN LEM MORAN","CARLOS SALVATIERRA SANTOS","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"92","16-03-0077-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","COLEGIO MIXTO CIENCIAS TECNOLÓGICAS","3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN","77923223","ERWIN IVAN LEM MORAN","CARLOS SALVATIERRA SANTOS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"93","16-03-0082-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","COLEGIO MIXTO CIENCIAS TECNOLÓGICAS","3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIÁN","59070869","ERWIN IVAN LEM MORAN","MARCO AUGUSTO JOM CAAL","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"94","16-03-0083-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","COLEGIO MIXTO CIENCIAS TECNOLÓGICAS","3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIÁN","59070869","ERWIN IVAN LEM MORAN","MARCO AUGUSTO JOM CAAL","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"95","16-03-0087-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS","CASERÍO PANTOCAN","40761267","ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","OFICIAL","RURAL","1","BILINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"96","16-03-0088-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO GALILEO GALILEI","1ERA. AVENIDA 3-62 ZONA 4","79504337","ERWIN IVAN LEM MORAN","MARCO TULIO DE LA CRUZ MORALES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"97","16-03-0092-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA","4ª. AVENIDA Y 0 CALLE 4-12 ZONA 1, BARRIO SANTA ANA","31479184","ERWIN IVAN LEM MORAN","WENDY DALILA CHOC LÓPEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"98","16-03-0093-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES","2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE","79504929","ERWIN IVAN LEM MORAN","RIGOBERTO HIGINIO SURAM JOM","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"99","16-03-0095-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","COLEGIO MIXTO LA PUPILA DEL CIELO","2A. AVENIDA 4-56 ZONA 2, COLONIA PANA","33801345","ERWIN IVAN LEM MORAN","GLENDA YOJANNA GOMEZ SURAM","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"100","16-03-0097-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","COLEGIO MIXTO CIENCIAS TECNOLÓGICAS","3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN","77923223","ERWIN IVAN LEM MORAN","MAYNOR WALTR JOM","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"101","16-03-0242-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","ESCUELA PRIVADA MIXTA NOCTURNA DE COMERCIO","0 AVENIDA 7-03, ZONA 3, BARRIO SAN CRISTÓBAL","46462468","ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"102","16-03-1388-46","16-010","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","COLEGIO 'MESON'","8A. AVENIDA 6-00 ZONA 1","77945104","MANUEL VELIZ QUEJ",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"103","16-03-1429-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO GALILEO GALILEI","1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE","79504337","ERWIN IVAN LEM MORAN","MARCO TULIO DE LA CRUZ MORALES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"104","16-03-1520-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO GALILEO GALILEI","1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE","79504337","ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"105","16-03-1607-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO GALILEO GALILEI","1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE","56377425","ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"106","16-03-9884-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO SAN CRISTOBAL","0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL","79504134","ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"107","16-03-9885-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO SAN CRISTOBAL","0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL","79504134","ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"108","16-03-9886-46","16-008","ALTA VERAPAZ","SAN CRISTOBAL VERAPAZ","LICEO SAN CRISTOBAL","0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL","79504134","ERWIN IVAN LEM MORAN",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","ALTA VERAPAZ","1"
"109","16-04-0036-46","16-009","ALTA VERAPAZ","TACTIC","INSTITUTO AKALTIC","0 CALLE B OC-150 ZONA 4","79539043","CESAR FERNANDO BIN BUC","CONCHA DE PELAEZ","DIVERSIFICADO","PRIVADO","URBANA",NA,"BILINGUE","DOBLE","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"110","16-04-0041-46","16-011","ALTA VERAPAZ","TACTIC","COLEGIO PARTICULAR MIXTO BLAISE PASCAL","5A. AVENIDA 2-35 ZONA 1","56294302","OSCAR ROMAN XOC CO","GUILLERMO ALFREDO PORTOCARRERO","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"111","16-04-0042-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO CRISTIANO PARTICULAR MIXTO VIDA","CANTON CHIJACORRAL, ZONA 7","79529275","CESAR FERNANDO BIN BUC","THELMA FLORIDALMA FERNANDEZ MOYA","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"112","16-04-0046-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO PARTICULAR MIXTO BLAISE PASCAL","4A. AVENIDA OC-176 ZONA 4","79539955","CESAR FERNANDO BIN BUC","JOSE ALBERTO CAAL BOL","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"113","16-04-0049-46","16-009","ALTA VERAPAZ","TACTIC","INSTITUTO AKALTIC","0 CALLE B OC-150 ZONA 4","79539043","CESAR FERNANDO BIN BUC","CONCHA YOLANDA PONCE DE PELAEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"114","16-04-0050-46","16-009","ALTA VERAPAZ","TACTIC","INSTITUTO AKALTIC","0 CALLE B OC-150, ZONA 4","79539043","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"115","16-04-0062-46","16-009","ALTA VERAPAZ","TACTIC","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","CANTON CHIJACORRAL","56935152","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"116","16-04-0064-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO NUESTRA SEÑORA DE LA ASUNCIÓN","2A. AVENIDA 02-053 ZONA DOS BARRIO ASUNCIÓN","79529368","CESAR FERNANDO BIN BUC","MARIA ANGELICA CASTILLO DE MOINO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"117","16-04-0068-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO CRISTIANO PARTICULAR MIXTO VIDA","CANTÓN CHIJACORRAL ZONA 7, TACTIC","79529275","CESAR FERNANDO BIN BUC","THELMA FLORIDALMA FERNANDEZ MOYA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"118","16-04-0072-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO PRIVADO MIXTO LA ENSEÑANZA","12 AV. A 4-30, ZONA 3, BARRIO ASUNCION","79539069","CESAR FERNANDO BIN BUC","MAYRA MAGDALENA YAT CHON","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"119","16-04-1233-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO PARTICULAR MIXTO BLAISE PASCAL","4A. AVENIDA 0 CALLE -176 ZONA 4","79539955","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"120","16-04-1235-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO PARTICULAR MIXTO BLAISE PASCAL","4A. AVENIDA 0 CALLE -176 ZONA 4","79539955","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"121","16-04-1709-46","16-009","ALTA VERAPAZ","TACTIC","INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO TACTIC JV","BARRIO ASUNCION",NA,"CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL NOMBRAMIENTO","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"122","16-04-2308-46","16-009","ALTA VERAPAZ","TACTIC","INSTITUTO AKALTIC","O CALLE B OC-150, ZONA 4.","79539043","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"123","16-04-8321-46","16-009","ALTA VERAPAZ","TACTIC","INSTITUTO AKALTIC","0 CALLE B OC 150 ZONA 4 DE LA VILLA DE TACTIC","79539043","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"124","16-04-8322-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO PRIVADO MIXTO LA ENSEÑANZA","12 AV. 4-30 ZONA 3","79539069","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"125","16-04-8324-46","16-004","ALTA VERAPAZ","TACTIC","COLEGIO PRIVADO MIXTO LA ENSEÑANZA","BARRIO LA ASUNCION DE LA VILLA DE TACTIC",NA,"JUAN ANTONIO FIGUEROA CAAL",NA,"DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"126","16-04-9906-46","16-009","ALTA VERAPAZ","TACTIC","COLEGIO PRIVADO MIXTO LA ENSEÑANZA","12 AV. A 4-30 ZONA 3","79539069","CESAR FERNANDO BIN BUC",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"127","16-05-0017-46","16-010","ALTA VERAPAZ","TAMAHU","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","TAMAHU","58034583","MANUEL VELIZ QUEJ",NA,"DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"128","16-05-9091-46","16-010","ALTA VERAPAZ","TAMAHU","INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE","BARRIO CENTRO","50615709","MANUEL VELIZ QUEJ",NA,"DIVERSIFICADO","MUNICIPAL","URBANA","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"129","16-06-0090-46","16-011","ALTA VERAPAZ","SAN MIGUEL TUCURU","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA","BARRIO EL CENTRO","45891258","OSCAR ROMAN XOC CO","LEONEL VICTORIANO GUZMAN ARGUETA","DIVERSIFICADO","OFICIAL","URBANA","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"130","16-06-2398-46","16-011","ALTA VERAPAZ","SAN MIGUEL TUCURU","INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR","CANTON LA PLAYA",NA,"OSCAR ROMAN XOC CO","BENJAMIN JUC BOTZOC","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"131","16-07-0117-46","16-012","ALTA VERAPAZ","PANZOS","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","BARRIO SAN JUAN","57036563","CARLOS ENRIQUE GARCIA BAILEY",NA,"DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"132","16-07-0181-46","16-036","ALTA VERAPAZ","PANZOS","COLEGIO MIXTO MESOAMERICANO","BARRIO EL CENTRO, ALDEA TELEMÁN","32229770","JOSE LUIS XI CUCUL","LUIS ANTONIO CHOC CÓ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"133","16-07-0194-46","16-012","ALTA VERAPAZ","PANZOS","COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO","BARRIO SAN SEBASTIAN","40856113","CARLOS ENRIQUE GARCIA BAILEY","MARCELINO CAZ MUCÚ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"134","16-07-0195-46","16-012","ALTA VERAPAZ","PANZOS","COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO","BARRIO SAN SEBASTIAN","40856113","CARLOS ENRIQUE GARCIA BAILEY","MARCELINO CAZ MUCÚ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"135","16-07-0196-46","16-036","ALTA VERAPAZ","PANZOS","COLEGIO MIXTO VALLE DEL POLOCHIC","ALDEA PANZOS","30449848","JOSE LUIS XI CUCUL","JOEL ESTEBAN ZEPEDA CAAL","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","ALTA VERAPAZ","1"
"136","16-07-0197-46","16-036","ALTA VERAPAZ","PANZOS","COLEGIO MIXTO VALLE DEL POLOCHIC","ALDEA TELEMAN","30498487","JOSE LUIS XI CUCUL","JOEL ESTABAN ZEPEDA CAAL","DIVERSIFICADO","PRIVADO","RURAL","1","BILINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"137","16-07-0206-46","16-012","ALTA VERAPAZ","PANZOS","COLEGIO PRIVADO LICEO POLOCHIC","ALDEA TELEMAN","57036563","CARLOS ENRIQUE GARCIA BAILEY",NA,"DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"138","16-07-0207-46","16-012","ALTA VERAPAZ","PANZOS","COLEGIO PRIVADO LICEO POLOCHIC","ALDEA TELEMAN","57036563","CARLOS ENRIQUE GARCIA BAILEY",NA,"DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"139","16-07-9096-46","16-012","ALTA VERAPAZ","PANZOS","COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO","BARRIO SAN SEBASTIAN","40856113","CARLOS ENRIQUE GARCIA BAILEY",NA,"DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"140","16-07-9103-46","16-036","ALTA VERAPAZ","PANZOS","CENTRO EDUCATIVO SAN MARTIN DE PORRES","ALDEA TELEMAN","58980690","JOSE LUIS XI CUCUL",NA,"DIVERSIFICADO","PRIVADO","RURAL","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"141","16-07-9639-46","16-012","ALTA VERAPAZ","PANZOS","INSTITUTO PRIVADO MIXTO PRIMARIA BILINGUE AJ KUTUNEL","BARRIO EL MAU","50673199","CARLOS ENRIQUE GARCIA BAILEY",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"142","16-08-0182-46","16-007","ALTA VERAPAZ","SENAHU","INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI-","COLONIA 30 DE MAYO","40408287","SULMY ANAYANSY VASQUEZ HERNANDEZ","JORGE ERWIN CUCUL QUIB","DIVERSIFICADO","PRIVADO","URBANA",NA,"BILINGUE","DOBLE","FIN DE SEMANA","ALTA VERAPAZ","1"
"143","16-08-0183-46","16-013","ALTA VERAPAZ","SENAHU","CENTRO EDUCATIVO SAN MATEO","BARRIO SAN ANTONIO","49872729","OSCAR ANIBAL GARCIA HUMBLERS","VICTOR HUGO GONZALEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"144","16-08-0199-46","16-041","ALTA VERAPAZ","SENAHU","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA","COMUNIDAD LA MONTAÑESA","79510080","JORGE ERWIN CUCUL QUIB","ARTURO ICO CHOLOM","DIVERSIFICADO","OFICIAL","RURAL","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
"145","16-08-0204-46","16-042","ALTA VERAPAZ","SENAHU","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","COOPERATIVA CHIREAJ","50070804","CORONA OLIVIA XOL POP",NA,"DIVERSIFICADO","OFICIAL","RURAL","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","ALTA VERAPAZ","1"
